filepath,label,subset
dataset_train/1/(cali.) 20150212 HXND 2-3 (2)_01890.png,1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_13929.png,1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_14920.png,1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_13083.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,2)_10475.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,2)_09124.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_09723.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_09045.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-1(1,1)_01862.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,1)_04803.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,1)_04817.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_11870.png,1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_06459.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,1)_08778.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_07929.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(2,1)_11428.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,1)_09466.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,1)_04624.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_00934.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(3,1)_02043.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,1)_10123.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_15357.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,1)_06741.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,1)_08744.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,1)_04618.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_09030.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,2)_09859.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (2)_08693.png,1,dataset_train
"dataset_train/1/(edit) Unit 1 1-2(1,1)_08433.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(3,1)_01576.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_09024.png,1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_10213.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(2,1)_08151.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-1(1,1)_01484.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_02448.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,2)_11555.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (2)_04532.png,1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_06698.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(2,1)_11831.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (2)_06325.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_01141.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_07592.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,2)_10139.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_05455.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(3,1)_01953.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (2)_06457.png,1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (2)_04268.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_02312.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_00505.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_06612.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(3,1)_08787.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_02460.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_06606.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_06160.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,2)_09454.png",1,dataset_train
"dataset_train/1/(edit) Unit 1 1-2(1,1)_02446.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(3,1)_02255.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,2)_12921.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_14539.png,1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (2)_00797.png,1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_06883.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-1(1,1)_05153.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(2,1)_09071.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_16312.png,1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_14263.png,1,dataset_train
"dataset_train/1/(edit) Unit 1 1-5(1)(3,1)_06033.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_06809.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,1)_09880.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_14277.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(2,1)_08435.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,1)_07098.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(2,1)_07841.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (2)_00146.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,2)_14559.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (2)_00634.png,1,dataset_train
"dataset_train/1/(edit) Unit 1 1-2(1,1)_11599.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(2,1)_10497.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (2)_00152.png,1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_09385.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(2,1)_08596.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_09333.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_00317.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,2)_14565.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_02500.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_09441.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (2)_06279.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_00303.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,1)_08383.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_09391.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_04603.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (2)_00185.png,1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_15753.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_06799.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_08702.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(2,1)_13149.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_07425.png,1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_08716.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,1)_10255.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_15021.png,1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_14459.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_10879.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,2)_10918.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,1)_08426.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_14303.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,1)_05102.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(3,1)_01600.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(2,1)_07672.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (2)_09360.png,1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (2)_00422.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,2)_11623.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_13633.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_03420.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,1)_04793.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_14854.png,1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_15592.png,1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_14698.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-1(1,1)_05580.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (2)_01728.png,1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_13849.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,2)_13020.png",1,dataset_train
"dataset_train/1/(edit) Unit 1 1-5(1)(3,1)_06386.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_06564.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (2)_07417.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_06202.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_00673.png",1,dataset_train
"dataset_train/1/(edit) Unit 1 1-2(1,1)_09842.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_08299.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,1)_08181.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_07108.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_00667.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(3,1)_09710.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,2)_14940.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(2,1)_06746.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-1(1,1)_04649.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_07155.png,1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_16058.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,1)_04750.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,2)_11192.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(2,1)_06752.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_04398.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,2)_11804.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-1(1,1)_01719.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_05912.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_05906.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_16072.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,1)_05464.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_05768.png,1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (2)_03854.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(3,1)_09074.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,2)_11184.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(2,1)_10640.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(3,1)_09712.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(3,1)_09706.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_02933.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(3,1)_02135.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_05754.png,1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_12228.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,2)_11190.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (2)_03673.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_05709.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,2)_10265.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (2)_07415.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(2,1)_09488.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (2)_07373.png,1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_13863.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_12513.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,2)_09720.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (2)_04108.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(2,1)_07499.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_11998.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (2)_07429.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,2)_13988.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (2)_04120.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,2)_09708.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_03422.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_09669.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (2)_00434.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_07888.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_05721.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-1(1,1)_05582.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_03350.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_00659.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(3,1)_02479.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(3,1)_11405.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(2,1)_10318.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-1(1,1)_04461.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(3,1)_01602.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-1(1,1)_05019.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (2)_08295.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-1(1,1)_05031.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(2,1)_12255.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,2)_13591.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(2,1)_09675.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (2)_00187.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,1)_06347.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-1(1,1)_04449.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(3,1)_10727.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(3,1)_10733.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_13334.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(3,1)_02451.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_04198.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-1(1,1)_05025.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_10106.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,1)_05869.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,2)_11379.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_07308.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,1)_08381.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_00467.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_00301.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,2)_11423.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (2)_02035.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_01745.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_09319.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_07334.png",1,dataset_train
"dataset_train/1/(edit) Unit 1 1-2(1,1)_02281.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,2)_09278.png",1,dataset_train
"dataset_train/1/(edit) Unit 1 1-5(1)(3,1)_06031.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_14261.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,1)_06569.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(3,1)_10109.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_10775.png,1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (2)_02814.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(2,1)_12309.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_08884.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_06837.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (2)_00795.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(2,1)_09701.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(3,1)_02257.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (2)_07950.png,1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (2)_00781.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_11387.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_06895.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-1(1,1)_05151.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (2)_05612.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,2)_07309.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,2)_10675.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(3,1)_08785.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_02310.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,2)_10113.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,1)_05909.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_00513.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (2)_06469.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_06604.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (2)_04518.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_02462.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_01143.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_08601.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_07584.png,1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (2)_04530.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(3,1)_01945.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (2)_04256.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-1(1,1)_01486.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-1(1,1)_00940.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (2)_06455.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,2)_15043.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(2,1)_12490.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_04749.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,2)_07447.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,2)_11543.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (2)_00742.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(2,1)_11827.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (2)_08849.png,1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_10563.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-1(1,1)_02372.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_09032.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(3,1)_09882.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_07917.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_09998.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(3,1)_09896.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_10577.png,1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_15427.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,2)_14836.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_13792.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-1(1,1)_05353.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,2)_11782.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(3,1)_02041.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_07037.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(2,1)_12651.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (2)_02419.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,2)_09898.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_09047.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,2)_12506.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,2)_14177.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_13917.png,1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_09797.png,1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (2)_07575.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,2)_14163.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,2)_10305.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_11634.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_07056.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_08365.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_03556.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,2)_13142.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_03542.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,1)_04829.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_01433.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-1(1,1)_01848.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_13081.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_11620.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_09966.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_10259.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_08416.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_15397.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,2)_13631.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,2)_11026.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,2)_08577.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_03225.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_03231.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,1)_10691.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_15383.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_02649.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_09972.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_04210.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_03219.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_06375.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,2)_09641.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(2,1)_04967.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(4,1)_08784.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_05147.png,1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (2)_00582.png,1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_07750.png,1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_08463.png,1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_13043.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-1(1,1)_01652.png",1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_14738.png,1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (2)_06681.png,1,dataset_train
dataset_train/1/(cali.) 20150212 HXND 2-3 (1)_11640.png,1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_05683.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_03594.png",1,dataset_train
"dataset_train/1/(cali.) Unit 1 1-2(1,1)_02852.png",1,dataset_train
